Created date / time : 7 April 2024 / 08:55:46,,,,,,
Card Number XXXX-XXXX-XXXX-1588 (Visa Light),,,,,,
From date 20210401,,,,,,
To date 20220331,,,,,,
Date Processed,Date of Transaction,Unique Id,Tran Type,Reference,Description,Amount
9/05/2021,8/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-20.74
10/05/2021,9/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-62.3
10/05/2021,10/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-7.53
10/05/2021,8/05/2021,,DEBIT,690,TB LUNN AVE 103 AUCKLAND,15.94
10/05/2021,8/05/2021,,DEBIT,690,MYLOTTO.CO.NZ NEW ZEALAND,39.38
10/05/2021,10/05/2021,,DEBIT,690,INTEREST ON CASH ADVANCES,0.09
11/05/2021,10/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-223.32
11/05/2021,10/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-0.01
11/05/2021,10/05/2021,,DEBIT,690,MYRENT AUCKLAND,9.5
11/05/2021,9/05/2021,,DEBIT,690,PAYPAL  CHRISTOPHER 4029357733,33.72
11/05/2021,9/05/2021,,DEBIT,690,US Mobile 888-8781488 NY 9.07 US DOLLAR at a Conversion Rate  of 0.7204 (NZ$12.59),3.55
11/05/2021,9/05/2021,,DEBIT,690,OFFSHORE SERVICE MARGINS,0.02
11/05/2021,9/05/2021,,DEBIT,690,ALIEXPRESS.COM London,9.25
11/05/2021,9/05/2021,,DEBIT,690,ALIEXPRESS.COM London,5.77
12/05/2021,11/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-0.34
12/05/2021,12/05/2021,,DEBIT,690,Z Panmure Auckland,4.73
12/05/2021,10/05/2021,,DEBIT,690,MoonPay 7242 Valletta,141.83
13/05/2021,12/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-33.58
13/05/2021,12/05/2021,,DEBIT,690,OPEN CAFE AND CATERING AUCKLAND,1.03
14/05/2021,14/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-24.49
15/05/2021,15/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-31.16
15/05/2021,14/05/2021,,DEBIT,690,VICTORY CHRISTIAN CHUR AUK,19.64
15/05/2021,14/05/2021,,DEBIT,690,Starbucks Sylvia Pk Auckland,2.06
16/05/2021,16/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-717.8
16/05/2021,15/05/2021,,DEBIT,690,LEXINIC AUCKLAND,234.08
16/05/2021,15/05/2021,,DEBIT,690,LEXINIC AUCKLAND,128.42
16/05/2021,16/05/2021,,DEBIT,690,CW Glen Innes Auckland,92.24
16/05/2021,15/05/2021,,DEBIT,690,SNO CAFE AUCKLAND,9.48
17/05/2021,16/05/2021,,DEBIT,690,The Warehouse 190 Lunn AVE,2.73
17/05/2021,14/05/2021,,DEBIT,690,AIA NEW ZEALAND 094888800,43.11
17/05/2021,16/05/2021,,DEBIT,690,BUNNINGS - 9493 MT WELLINGTON,4.32
17/05/2021,16/05/2021,,DEBIT,690,BUNNINGS - 9493 MT WELLINGTON,120.83
17/05/2021,16/05/2021,,DEBIT,690,TB LUNN AVE 103 AUCKLAND,16.89
18/05/2021,17/05/2021,,DEBIT,690,LEXINIC AUCKLAND,46.18
18/05/2021,17/05/2021,,DEBIT,690,OLA HELP.OLA.CO.NZ AUCKLAND,0.9
18/05/2021,16/05/2021,,DEBIT,690,FLEXI BIN AUCKLAND,91.47
19/05/2021,18/05/2021,,DEBIT,690,NEW WORLD STONEFIELDS AUCKLAND NZ,81.32
19/05/2021,18/05/2021,,DEBIT,690,SKINNY AUCKLAND,4.81
20/05/2021,20/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-140.02
20/05/2021,20/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-1623.32
20/05/2021,19/05/2021,,DEBIT,690,AKL COUNCIL ONLINE AKL,1010.55
20/05/2021,19/05/2021,,DEBIT,690,Convenience fee AC AUK,15.29
20/05/2021,19/05/2021,,DEBIT,690,Forever New Newmarket,11.39
21/05/2021,20/05/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,102.47
21/05/2021,20/05/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,14.86
21/05/2021,20/05/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,98.33
22/05/2021,22/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-5.46
22/05/2021,22/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-17.56
22/05/2021,22/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-2.13
22/05/2021,21/05/2021,,DEBIT,690,VICTORY CHRISTIAN CHUR AUK,47.58
22/05/2021,21/05/2021,,DEBIT,690,OLA HELP.OLA.CO.NZ AUCKLAND,2.44
23/05/2021,23/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-26.49
23/05/2021,23/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-15.63
23/05/2021,22/05/2021,,DEBIT,690,PAK N SAVE SYLVIA PARK AUCKLAND,12.75
23/05/2021,22/05/2021,,DEBIT,690,REPCO AUCKLAND,22.29
24/05/2021,23/05/2021,,DEBIT,690,SKINNY AUCKLAND,3.44
25/05/2021,24/05/2021,,DEBIT,690,CASH ADVANCE WITHDRAWAL,73.72
27/05/2021,26/05/2021,,DEBIT,690,Z Panmure Auckland,25.8
28/05/2021,28/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-195.6
28/05/2021,28/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-123.3
28/05/2021,27/05/2021,,DEBIT,690,VICTORY CHRISTIAN CHUR AUK,26.1
28/05/2021,28/05/2021,,DEBIT,690,AT Hop Auckland Remuera,13.28
29/05/2021,29/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-27.9
29/05/2021,28/05/2021,,DEBIT,690,VICTORY CHRISTIAN CHUR AUK,6.78
29/05/2021,28/05/2021,,DEBIT,690,SUBWAY EPSOM AUCKLAND,13.6
30/05/2021,30/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-3.1
30/05/2021,30/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-151.9
30/05/2021,29/05/2021,,DEBIT,690,Onceit Newmarket,13.27
30/05/2021,30/05/2021,,DEBIT,690,TM  TICKETMASTERNZ 038632151,110.03
30/05/2021,29/05/2021,,DEBIT,690,Downtown Car Park Auckland,0.36
31/05/2021,31/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-1995.08
31/05/2021,30/05/2021,,DEBIT,690,NIKE NZ LIMITED ONEHUNGA MALL,179.36
31/05/2021,30/05/2021,,DEBIT,690,LEVI STRAUSS (NZ) LTD ONE ONEHUNGA,95.94
31/05/2021,30/05/2021,,DEBIT,690,LEXINIC AUCKLAND,291.79
31/05/2021,30/05/2021,,DEBIT,690,LEXINIC AUCKLAND,263.62
1/06/2021,31/05/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-173.71
1/06/2021,31/05/2021,,DEBIT,690,PAK N SAVE SYLVIA PARK AUCKLAND,28.71
1/06/2021,31/05/2021,,DEBIT,690,The Warehouse 186 Sylvia Park,72.44
1/06/2021,1/06/2021,,DEBIT,690,2degrees Mobile Auckland,2.45
2/06/2021,2/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-39.95
2/06/2021,2/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-78.82
2/06/2021,2/06/2021,,DEBIT,690,Postie Sylvia Galleria Mt Wellington,34.17
2/06/2021,31/05/2021,,DEBIT,690,COUNTDOWN MT WELLINGTON AUCKLAND,15.35
3/06/2021,2/06/2021,,CREDIT,690,2degrees Mobile Auckland,-6.14
3/06/2021,3/06/2021,,DEBIT,690,NETFLIX.COM LOS GATOS CA,22.82
3/06/2021,2/06/2021,,DEBIT,690,2degrees Mobile Auckland,12.91
3/06/2021,2/06/2021,,DEBIT,690,MAJESTICTEABARSYLVIAPARK AUCKLAND,3.27
3/06/2021,2/06/2021,,DEBIT,690,TESLA NEW ZEALAND ULC Wellington,245.47
4/06/2021,4/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-90.72
4/06/2021,2/06/2021,,DEBIT,690,ZARA AUCKLAND,83.83
4/06/2021,3/06/2021,,DEBIT,690,LE PETITE FOURCHETTE AUCKLAND,3.11
4/06/2021,3/06/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,238.75
5/06/2021,5/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-0.27
5/06/2021,4/06/2021,,DEBIT,690,Caltex Abbotts Way Remuera,0.53
5/06/2021,4/06/2021,,DEBIT,690,COBRA LIQUOR AUCKLAND,14.36
6/06/2021,6/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-91.34
6/06/2021,6/06/2021,,DEBIT,690,Provisions Arrowtown,34.3
7/06/2021,5/06/2021,,DEBIT,690,DOMINO'S PIZZA PAPAK PAPAKURA,23.98
7/06/2021,7/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-12.47
7/06/2021,6/06/2021,,DEBIT,690,Kai Whakapai Wanaka,10.72
7/06/2021,6/06/2021,,DEBIT,690,Luma Light Festival Cromwell,8.51
7/06/2021,6/06/2021,,DEBIT,690,Pak N Save Queenstown Frankton,38.7
7/06/2021,6/06/2021,,DEBIT,690,Fergburger Queenstown,23.08
8/06/2021,8/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-391.96
8/06/2021,7/06/2021,,DEBIT,690,Thai Restaurant Queenstown,128.93
8/06/2021,7/06/2021,,DEBIT,690,Fergbaker Queenstown,0.11
8/06/2021,7/06/2021,,DEBIT,690,Bettys Frankton Frankton,25.24
8/06/2021,6/06/2021,,DEBIT,690,HUDSONS AUCKLAND AIRPORT AUCKLAND,16.1
8/06/2021,6/06/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,62.18
8/06/2021,6/06/2021,,DEBIT,690,LIFES A GRIND ESPRESSO - QUEENSTOWN,6.25
9/06/2021,8/06/2021,,DEBIT,690,Qldc Parking Queenstown,9.56
9/06/2021,7/06/2021,,DEBIT,690,NEW WORLD WAKATIPU QUEENSTOWN,72.3
9/06/2021,8/06/2021,,DEBIT,690,NEW WORLD WAKATIPU QUEENSTOWN,33.07
9/06/2021,7/06/2021,,DEBIT,690,APPLE.COM/BILL SYDNEY,18.94
10/06/2021,10/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-22.91
10/06/2021,10/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-0.77
10/06/2021,9/06/2021,,DEBIT,690,Qldc Parking Queenstown,4.55
10/06/2021,9/06/2021,,DEBIT,690,AKARUA-ARTISAN ARROWTOWN,119.07
10/06/2021,9/06/2021,,DEBIT,690,Fergburger Queenstown,10.18
10/06/2021,9/06/2021,,DEBIT,690,BESPOKE KITCHEN QUEENSTOWN,23.15
10/06/2021,8/06/2021,,DEBIT,690,US Mobile 888-8781488 NY 9.07 US DOLLAR at a Conversion Rate  of 0.7187 (NZ$12.62),9.59
10/06/2021,8/06/2021,,DEBIT,690,OFFSHORE SERVICE MARGINS,0.12
10/06/2021,10/06/2021,,DEBIT,690,INTEREST ON CASH ADVANCES,0.13
11/06/2021,10/06/2021,,DEBIT,690,PAK N SAVE SYLVIA PARK AUCKLAND,77.28
11/06/2021,10/06/2021,,DEBIT,690,Warehouse Stationery Sylvia Park,0.57
11/06/2021,10/06/2021,,DEBIT,690,REMUERA PAPER PLUS AUCKLAND,9.7
11/06/2021,10/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-177.83
11/06/2021,11/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-11.73
11/06/2021,10/06/2021,,DEBIT,690,MYRENT AUCKLAND,19.01
12/06/2021,11/06/2021,,DEBIT,690,VICTORY CHRISTIAN CHUR AUK,9.52
12/06/2021,10/06/2021,,DEBIT,690,VICTORY CONVENTION CENTRE AUCKLAND,22.84
12/06/2021,11/06/2021,,DEBIT,690,QUOTABLE VALUE NZ WEB AUCKLAND,3.74
12/06/2021,11/06/2021,,DEBIT,690,QUOTABLE VALUE NZ WEB AUCKLAND,10.99
13/06/2021,12/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-6.6
13/06/2021,12/06/2021,,DEBIT,690,VODAFONE EVENTS CENTRE AUCKLAND,5.4
14/06/2021,14/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-69.03
14/06/2021,14/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-5.73
14/06/2021,13/06/2021,,DEBIT,690,Une-Deux Cafe Glenbrook,41.82
15/06/2021,14/06/2021,,DEBIT,690,LEXINIC AUCKLAND,6.88
15/06/2021,13/06/2021,,DEBIT,690,SKINNY AUCKLAND,14.21
15/06/2021,14/06/2021,,DEBIT,690,PARKMATE NZ AUCKLAND,2.29
15/06/2021,14/06/2021,,DEBIT,690,OLA HELP.OLA.CO.NZ AUCKLAND,4.73
16/06/2021,16/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-34.97
16/06/2021,16/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-6.41
16/06/2021,15/06/2021,,DEBIT,690,THE COFFEE CLUB AUCKLAND,3.56
16/06/2021,14/06/2021,,DEBIT,690,AIA NEW ZEALAND 094888800,49.18
17/06/2021,16/06/2021,,DEBIT,690,SKINNY AUCKLAND,0.79
17/06/2021,16/06/2021,,DEBIT,690,WILSON P27 FORT AUCKLAND,8.67
17/06/2021,15/06/2021,,DEBIT,690,BDD REQUIRMENTS COURSE DUBLIN 47.00 US DOLLAR at a Conversion Rate  of 0.7103 (NZ$66.17),83.86
17/06/2021,15/06/2021,,DEBIT,690,OFFSHORE SERVICE MARGINS,0.05
19/06/2021,18/06/2021,,DEBIT,690,VICTORY CHRISTIAN CHUR AUK,6.62
19/06/2021,18/06/2021,,DEBIT,690,VICTORY CHRISTIAN CHUR AUK,16.08
19/06/2021,19/06/2021,,DEBIT,690,NEW WORLD STONEFIELDS AUCKLAND NZ,117.2
20/06/2021,19/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-257.75
20/06/2021,20/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-371.67
21/06/2021,20/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-15.3
21/06/2021,19/06/2021,,DEBIT,690,SKYCITY - FLARE BAR AUCKLAND,6.65
21/06/2021,19/06/2021,,DEBIT,690,SKYCITY - FOOD REPUBLIC AUCKLAND,10.96
21/06/2021,19/06/2021,,DEBIT,690,PONSONBY POOL HALL AUCKLAND,15.46
21/06/2021,19/06/2021,,DEBIT,690,PONSONBY POOL HALL AUCKLAND,1.13
21/06/2021,20/06/2021,,DEBIT,690,SKINNY AUCKLAND,2.86
22/06/2021,22/06/2021,,DEBIT,690,CASH ADVANCE WITHDRAWAL,77.19
22/06/2021,20/06/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,3.99
22/06/2021,20/06/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,106.64
22/06/2021,20/06/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,58.47
23/06/2021,22/06/2021,,DEBIT,690,CASH ADVANCE WITHDRAWAL,152.52
23/06/2021,23/06/2021,,DEBIT,690,CASH ADVANCE WITHDRAWAL,26.11
24/06/2021,24/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-231.81
24/06/2021,24/06/2021,,DEBIT,690,CASH ADVANCE WITHDRAWAL,37.04
24/06/2021,23/06/2021,,DEBIT,690,Unichem Wynyard Pharmcy Auckland,40.65
24/06/2021,23/06/2021,,DEBIT,690,THE COFFEE CLUB CUSTOM ST AUCKLAND,7.79
24/06/2021,23/06/2021,,DEBIT,690,WILSON PARKING AUCKLAND,9.13
24/06/2021,23/06/2021,,DEBIT,690,WILSON PARKING AUCKLAND,7.44
25/06/2021,24/06/2021,,DEBIT,690,VICTORY CHRISTIAN CHUR AUK,7.05
26/06/2021,26/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-22.49
26/06/2021,26/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-24.33
26/06/2021,25/06/2021,,DEBIT,690,OLA HELP.OLA.CO.NZ AUCKLAND,1.38
26/06/2021,25/06/2021,,DEBIT,690,OLA HELP.OLA.CO.NZ AUCKLAND,18.46
27/06/2021,26/06/2021,,DEBIT,690,MITRE 10 MEGA MT WTGN MOUNT WELLING,51.1
28/06/2021,27/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-4.26
28/06/2021,27/06/2021,,DEBIT,690,The Warehouse 186 Sylvia Park,18.32
28/06/2021,27/06/2021,,DEBIT,690,FLEXI BIN AUCKLAND,103.48
29/06/2021,27/06/2021,,DEBIT,690,KFC PANMURE - 502 PANMURE,4.01
30/06/2021,30/06/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-9.15
30/06/2021,30/06/2021,,DEBIT,690,Z Ellerslie Auckland,9.46
3/07/2021,3/07/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-5.44
3/07/2021,2/07/2021,,DEBIT,690,Netflix New Zealand -,20.22
4/07/2021,3/07/2021,,DEBIT,690,SUBWAY WAIRAU PARK AUCKLAND,8.69
4/07/2021,2/07/2021,,DEBIT,690,KFC GREENLANE - 604 GREENLANE,6.02
5/07/2021,4/07/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-196.09
5/07/2021,4/07/2021,,DEBIT,690,PAK N SAVE SYLVIA PARK AUCKLAND,43.85
5/07/2021,4/07/2021,,DEBIT,690,AT Parking Auckland,0.75
5/07/2021,4/07/2021,,DEBIT,690,AJISEN RAMEN AUCKLAND,33.89
6/07/2021,6/07/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-27.83
6/07/2021,5/07/2021,,DEBIT,690,PARKMATE NZ AUCKLAND,4.11
7/07/2021,7/07/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-1.15
7/07/2021,6/07/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,4.04
7/07/2021,5/07/2021,,DEBIT,690,APPLE.COM/BILL SYDNEY,12.65
8/07/2021,8/07/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-131.58
8/07/2021,7/07/2021,,DEBIT,690,VICTORY CHRISTIAN CHUR AUK,23.56
8/07/2021,7/07/2021,,DEBIT,690,Z Panmure Auckland,92.77
9/07/2021,9/07/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-0.57
10/07/2021,10/07/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-8.16
10/07/2021,9/07/2021,,DEBIT,690,PARKABLE  57 MARKET RO AUCKLAND,7.81
10/07/2021,8/07/2021,,DEBIT,690,US Mobile 888-8781488 NY 9.07 US DOLLAR at a Conversion Rate  of 0.6934 (NZ$13.08),18.85
10/07/2021,8/07/2021,,DEBIT,690,OFFSHORE SERVICE MARGINS,0.26
10/07/2021,10/07/2021,,DEBIT,690,INTEREST ON CASH ADVANCES,0.06
11/07/2021,10/07/2021,,DEBIT,690,MYRENT AUCKLAND,19.11
11/07/2021,10/07/2021,,DEBIT,690,Nood Newmarket Newmarket,608.88
11/07/2021,10/07/2021,,DEBIT,690,AT Parking Auckland,0.25
13/07/2021,12/07/2021,,DEBIT,690,PARKMATE NZ AUCKLAND,0.01
14/07/2021,14/07/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-57.38
14/07/2021,14/07/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-7.27
14/07/2021,13/07/2021,,DEBIT,690,SKINNY AUCKLAND,12.07
15/07/2021,14/07/2021,,DEBIT,690,MYLOTTO.CO.NZ NEW ZEALAND,29.94
16/07/2021,15/07/2021,,DEBIT,690,VICTORY CHRISTIAN CHUR AUK,9.86
16/07/2021,14/07/2021,,DEBIT,690,AIA NEW ZEALAND 094888800,29.42
17/07/2021,15/07/2021,,DEBIT,690,KFC PANMURE - 502 PANMURE,10.53
17/07/2021,16/07/2021,,DEBIT,690,SUBWAY EPSOM AUCKLAND,3.61
18/07/2021,17/07/2021,,DEBIT,690,OLA HELP.OLA.CO.NZ AUCKLAND,2.39
18/07/2021,17/07/2021,,DEBIT,690,OLA HELP.OLA.CO.NZ AUCKLAND,6.53
19/07/2021,18/07/2021,,DEBIT,690,SKINNY AUCKLAND,16.88
19/07/2021,17/07/2021,,DEBIT,690,TB LUNN AVE 103 AUCKLAND,6.17
19/07/2021,18/07/2021,,DEBIT,690,BUNNINGS - 9493 MT WELLINGTON,2.72
20/07/2021,20/07/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-82.24
20/07/2021,19/07/2021,,DEBIT,690,PARKMATE NZ AUCKLAND,2.16
21/07/2021,20/07/2021,,DEBIT,690,VICTORY CHRISTIAN CHUR AUK,10.32
21/07/2021,20/07/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,128.88
21/07/2021,20/07/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,106.52
21/07/2021,20/07/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,118.09
22/07/2021,22/07/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-873.77
22/07/2021,21/07/2021,,DEBIT,690,NEW WORLD STONEFIELDS AUCKLAND NZ,52.68
24/07/2021,23/07/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-113.32
25/07/2021,24/07/2021,,DEBIT,690,"FURNITURE NOW SYLVIA P SYLVIA PARK,",215.29
25/07/2021,24/07/2021,,DEBIT,690,PAK N SAVE SYLVIA PARK AUCKLAND,63.25
25/07/2021,24/07/2021,,DEBIT,690,Life Pharmacy Sylvia PK Sylvia Park,7.62
25/07/2021,23/07/2021,,DEBIT,690,DEGRAND AUCKLAND,112.32
26/07/2021,25/07/2021,,DEBIT,690,MITRE 10 MEGA MT WTGN MOUNT WELLING,12.79
27/07/2021,27/07/2021,,DEBIT,690,ASB Casino SkyCity    AUC KLAND,73.93
27/07/2021,27/07/2021,,DEBIT,690,ASB Casino SkyCity    AUC KLAND,86.93
27/07/2021,27/07/2021,,DEBIT,690,Downtown Car Park Auckland,4.78
28/07/2021,28/07/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-1256.61
28/07/2021,27/07/2021,,DEBIT,690,ASB Casino SkyCity    AUC KLAND,12.96
28/07/2021,26/07/2021,,DEBIT,690,PARKABLE  57 MARKET RO AUCKLAND,4.67
29/07/2021,27/07/2021,,DEBIT,690,PAYPAL  AIRBNB  HMXQB3 35314369001,716.96
29/07/2021,27/07/2021,,DEBIT,690,PAYPAL  AIRBNB  HM2NPB 35314369001,159.45
30/07/2021,30/07/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-20.56
30/07/2021,30/07/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-1060.53
30/07/2021,29/07/2021,,DEBIT,690,OLA HELP.OLA.CO.NZ AUCKLAND,4.88
30/07/2021,28/07/2021,,DEBIT,690,PAYPAL  SKILLCERTP 4029357733,12.54
31/07/2021,30/07/2021,,DEBIT,690,VICTORY CHRISTIAN CHUR AUK,12.94
31/07/2021,30/07/2021,,DEBIT,690,NAMASTE DELHI AUCKLAND,2.28
1/08/2021,1/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-20.93
1/08/2021,31/07/2021,,DEBIT,690,COBRA LIQUOR AUCKLAND,38.76
2/08/2021,2/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-166.25
2/08/2021,1/08/2021,,DEBIT,690,Neon Auckland,4.52
3/08/2021,3/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-15.98
3/08/2021,3/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-101.18
3/08/2021,3/08/2021,,DEBIT,690,Remuera Branch        AUC KLAND,79.74
3/08/2021,3/08/2021,,DEBIT,690,ASB Sky City Casin    AUC KLAND,148.32
3/08/2021,2/08/2021,,DEBIT,690,NAMASTE DELHI AUCKLAND,52.79
3/08/2021,2/08/2021,,DEBIT,690,KMART NEW ZEALAND LT AUCKLAND,28.21
4/08/2021,4/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-4.72
4/08/2021,4/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-32.67
5/08/2021,5/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-18.83
5/08/2021,4/08/2021,,DEBIT,690,JAPAN MART SYLVIA PARK AUCKLAND,24.29
6/08/2021,6/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-11.58
6/08/2021,6/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-1.01
6/08/2021,6/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-2.02
6/08/2021,6/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-38.73
6/08/2021,5/08/2021,,DEBIT,690,VICTORY CHRISTIAN CHUR AUK,8.74
6/08/2021,4/08/2021,,DEBIT,690,KFC PANMURE - 502 PANMURE,5.64
6/08/2021,5/08/2021,,DEBIT,690,OLA HELP.OLA.CO.NZ AUCKLAND,5.9
7/08/2021,6/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-30.06
7/08/2021,6/08/2021,,DEBIT,690,VICTORY CHRISTIAN CHUR AUK,18.4
7/08/2021,6/08/2021,,DEBIT,690,TOWER INSURANCE - EIS 093692079,36.85
7/08/2021,5/08/2021,,DEBIT,690,APPLE.COM/BILL SYDNEY,19.26
8/08/2021,8/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-11.74
9/08/2021,8/08/2021,,DEBIT,690,CARE PARK NZ BROADWAY AUCKLAND,5.78
9/08/2021,7/08/2021,,DEBIT,690,US Mobile 888-8781488 NY 9.07 US DOLLAR at a Conversion Rate  of 0.6998 (NZ$12.96),4.9
9/08/2021,7/08/2021,,DEBIT,690,OFFSHORE SERVICE MARGINS,0.29
10/08/2021,9/08/2021,,DEBIT,690,LEXINIC AUCKLAND,215.86
10/08/2021,10/08/2021,,DEBIT,690,INTEREST ON CASH ADVANCES,0.15
11/08/2021,11/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-549.39
11/08/2021,11/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-30.73
11/08/2021,10/08/2021,,DEBIT,690,MYRENT AUCKLAND,15.75
11/08/2021,10/08/2021,,DEBIT,690,SKINNY AUCKLAND,19.39
12/08/2021,11/08/2021,,DEBIT,690,VICTORY CHRISTIAN CHUR AUK,18.7
12/08/2021,11/08/2021,,DEBIT,690,SKINNY AUCKLAND,25.37
13/08/2021,12/08/2021,,DEBIT,690,VICTORY CHRISTIAN CHUR AUK,8.43
14/08/2021,14/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-21.16
14/08/2021,14/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-3.35
14/08/2021,13/08/2021,,DEBIT,690,OLA HELP.OLA.CO.NZ AUCKLAND,2.62
14/08/2021,13/08/2021,,DEBIT,690,OLA HELP.OLA.CO.NZ AUCKLAND,4.72
15/08/2021,14/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-8.03
15/08/2021,15/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-9.39
16/08/2021,16/08/2021,,CREDIT,690,PAYMENT RECEIVED THANK YOU,-3.83
